name,score,budget_x,original_index,year,revenue_to_budget,lang_Arabic,lang_Basque,"lang_Bokmål, Norwegian, Norwegian Bokmål",lang_Cantonese,"lang_Catalan, Valencian",lang_Central Khmer,lang_Chinese,lang_Czech,lang_Danish,"lang_Dutch, Flemish",lang_Dzongkha,lang_English,lang_Finnish,lang_French,lang_Galician,lang_German,lang_Greek,lang_Gujarati,lang_Hindi,lang_Hungarian,lang_Icelandic,lang_Indonesian,lang_Irish,lang_Italian,lang_Japanese,lang_Kannada,lang_Korean,lang_Latin,lang_Latvian,lang_Macedonian,lang_Malay,lang_Malayalam,lang_No Language,lang_Norwegian,lang_Persian,lang_Polish,lang_Portuguese,lang_Romanian,lang_Russian,"lang_Spanish, Castilian",lang_Swedish,lang_Tagalog,lang_Tamil,lang_Telugu,lang_Thai,lang_Turkish,lang_Ukrainian,lang_Vietnamese,ctr_AR,ctr_AT,ctr_AU,ctr_BE,ctr_BO,ctr_BR,ctr_CA,ctr_CH,ctr_CL,ctr_CN,ctr_CO,ctr_CZ,ctr_DE,ctr_DK,ctr_DO,ctr_ES,ctr_FI,ctr_FR,ctr_GB,ctr_GR,ctr_GT,ctr_HK,ctr_HU,ctr_ID,ctr_IE,ctr_IL,ctr_IN,ctr_IR,ctr_IS,ctr_IT,ctr_JP,ctr_KR,ctr_LV,ctr_MU,ctr_MX,ctr_MY,ctr_NL,ctr_NO,ctr_PE,ctr_PH,ctr_PL,ctr_PR,ctr_PY,ctr_RU,ctr_SE,ctr_SG,ctr_SU,ctr_TH,ctr_TR,ctr_TW,ctr_UA,ctr_US,ctr_UY,ctr_VN,ctr_ZA,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Nan,Romance,Science_Fiction,Thriller,Tv_Movie,War,Western,text_pca_1,text_pca_2,text_pca_3,text_pca_4,text_pca_5,text_pca_6,text_pca_7,text_pca_8,text_pca_9,text_pca_10,text_pca_11,text_pca_12,text_pca_13,text_pca_14,text_pca_15,text_pca_16,text_pca_17,text_pca_18,text_pca_19,text_pca_20,text_pca_21,text_pca_22,text_pca_23,text_pca_24,text_pca_25,text_pca_26,text_pca_27,text_pca_28,text_pca_29,text_pca_30,text_pca_31,text_pca_32,text_pca_33,text_pca_34,text_pca_35,text_pca_36,text_pca_37,text_pca_38,text_pca_39,text_pca_40,text_pca_41,text_pca_42,text_pca_43,text_pca_44,text_pca_45,text_pca_46,text_pca_47,text_pca_48,text_pca_49,text_pca_50,text_pca_51,text_pca_52,text_pca_53,text_pca_54,text_pca_55,text_pca_56,text_pca_57,text_pca_58,text_pca_59,text_pca_60,text_pca_61,text_pca_62,text_pca_63,text_pca_64,text_pca_65,text_pca_66,text_pca_67,text_pca_68,text_pca_69,text_pca_70,text_pca_71,text_pca_72,text_pca_73,text_pca_74,text_pca_75
Julia X,0.51,0.008672937853836911,6017,0.7800000000000011,8.297792787297174e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.15291987,-0.085312046,0.15780699,-0.37480238,0.3026507,1.3930279,0.061015878,-0.032785356,-0.06573971,0.3373066,0.08094808,-1.0547507,-0.66697294,1.3946949,-1.0164679,-0.23226996,1.3139974,0.5185212,1.2826596,-1.2523301,-0.32334504,0.71854526,-1.6592519,1.3807521,0.07652481,0.6597224,-0.42867112,-1.345586,-0.15649459,-1.3850117,-0.25727925,0.27881184,0.25065732,0.34973565,-0.66322577,-0.2160222,-0.4479727,-0.22640215,0.70302284,-0.48011371,0.8434144,0.17741115,0.5000729,1.2646421,1.6862637,0.06292479,1.7336805,-1.1146955,-0.019499296,-0.7056081,-0.8244371,-1.1075072,-0.75507087,1.8254951,-1.7256467,0.43372864,-2.3530061,-0.50474435,-2.7298555,0.13135962,0.088943794,0.60433394,-0.4165363,-0.40335172,-1.3494018,-1.3011832,0.15203643,0.22946817,0.01444037,0.31724963,0.9421879,-0.5320532,-1.1023126,-0.6211469,-0.32389948
The City of Lost Children,0.73,0.039108417832008587,6018,0.46000000000000085,9.096808751610755e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.9390951,-0.20029522,1.2315658,-0.055622324,-0.17129365,-0.49695474,-0.51202524,-1.0307555,-0.81095123,0.83758646,-1.4510015,0.22893408,-1.5740641,0.16401511,-1.2664726,1.1099997,1.7626196,0.36403295,-0.8713639,1.1183195,-0.46481875,-0.5747771,-0.8654019,0.01213698,-1.1154402,-0.6956808,0.7754486,0.30442017,-0.33870715,1.4542496,-0.021982012,0.62463117,0.20951064,-0.24036871,-0.6422539,1.1113905,-1.8985512,-2.6268954,-1.8617976,0.81969446,0.38610536,0.224122,-1.5740184,-1.6090196,-0.8663565,-1.2804326,-0.29605561,-1.1007756,-0.59100795,1.3348966,1.0288576,-1.9999497,-0.8920177,0.81022507,0.5042773,0.6357791,0.030004252,0.84433436,2.2841299,0.1310654,0.61600596,0.26401266,-0.3016978,0.21454075,0.45460054,1.0996429,-1.9298227,-0.43582386,1.0153563,1.1568356,-1.6099238,-1.0313133,-0.7821817,-1.5061542,0.3435367
I Am All Girls,0.67,0.2747659913772807,6019,0.980000000000004,0.00037730823180340826,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,-0.3647329,1.0629517,2.4310985,-2.4130292,-0.5177681,2.0473866,-0.13286242,-2.0345125,0.1576492,-0.019787278,-0.37356737,-0.012858459,0.32761136,-0.82974315,-0.21558078,-1.3011405,2.7613184,-0.19628201,1.3410807,1.1479031,-0.36152497,-0.1681429,-0.46436062,-0.65687025,1.1542536,1.6809458,-0.09805171,-0.62642175,0.9508138,-0.87375027,-0.5437151,0.11588113,-0.5901765,-0.011059569,-0.16788355,-1.1274571,-1.588728,0.6741301,1.5939008,-0.87497884,-1.5523032,-0.49161303,0.66635484,-0.19492583,1.3180178,-1.2840115,0.3388512,-1.9114999,0.50592655,1.4951749,-2.8520641,1.1906536,-1.5825437,0.44388482,0.024050139,2.5778537,1.6703236,0.57878166,0.021097329,1.4070879,1.5022508,-0.7142051,-1.8930212,1.7437938,1.7029613,-1.8101981,0.41110495,-1.8026264,-0.7509458,3.770487,-1.9817599,0.65316856,1.1793554,-0.46203008,-1.4300208
Invictus,0.72,0.13041485776652362,6020,0.7600000000000051,0.00019593549048878988,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.73490417,-0.7672867,-1.0412354,1.3275325,-0.72872245,-0.078069784,-0.13402037,0.946171,-0.059298087,-0.081332706,0.2909126,0.9405117,-0.032460187,-1.5692263,-1.8337567,0.26754218,-1.1166687,-1.2740681,-0.7128827,1.257651,1.2200241,-1.2574115,0.1864791,-0.5796225,-0.6616677,-0.19989036,0.99064535,2.7048206,-0.99603486,-0.34137544,0.62825716,0.76240045,0.14072348,-0.5874935,-2.4006639,1.0945221,0.5208036,0.036274374,0.9482389,1.2389288,-0.15988672,-0.41568136,1.4118934,0.033520464,0.36532417,-1.8459469,2.993941,-0.72256136,-0.851412,0.2056413,-0.24832632,-0.42997804,1.9876895,3.634133,-0.39406368,-0.10079081,-1.4062573,0.61252785,-0.6790318,2.0932958,-1.6266757,1.5779101,-0.39185727,0.31318942,1.6921245,-0.35176337,0.10163105,-0.7922966,-1.0146443,-0.03394018,-0.7426615,-0.27419323,-0.32625416,0.34715888,0.5170728
"No Retreat, No Surrender",0.63,0.005103781725781281,6021,0.28000000000000114,0.00018665651208074274,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.32556373,0.10939009,-0.06402462,0.18349078,-0.2912106,0.0475558,1.2197274,0.5887995,0.34773883,1.076897,-0.24967404,0.85626054,0.5118105,-0.3867159,-1.0773866,0.7880504,0.38619563,-0.9989224,-0.5835029,0.18942948,0.8683233,-0.6599378,-0.3214873,0.10399266,0.8756183,0.3791467,1.2764541,0.14932823,-0.3810586,-0.7396939,-0.0035244375,1.0924742,0.3186131,-0.29657382,-1.5626754,0.81560135,-0.7330646,0.3492012,0.26312527,1.3986902,-0.7614937,0.041274205,1.3028497,-0.5742229,0.6946061,0.5471331,0.61739576,-0.044529438,0.15246812,-0.29656398,0.8985832,0.9561295,-0.8260904,-1.1947587,0.32470632,0.7076311,-0.39820203,-0.3739237,0.2649611,0.5149948,-0.16806144,-0.42446116,0.38166425,-0.5728442,-0.045267534,-0.2073392,0.18543138,-0.43031305,0.0010275142,0.76039016,0.33193153,0.77719814,-0.48874167,-1.0616136,0.81411153
I Kill Giants,0.62,0.032803925550815884,6022,0.9200000000000017,0.0006103900150383669,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.7566118,-0.021320364,-0.8182838,0.7632862,1.3732036,-0.16445486,-0.10727238,-2.0901067,-1.3891646,0.509765,0.09419139,-1.4145144,-0.36085734,-0.6451045,-0.23056766,-0.7459301,1.2816213,1.0635499,1.264134,-0.29850972,0.21617168,-0.6044171,-1.7272264,-1.784077,-0.7547353,-1.5484396,1.3428917,1.638598,0.5634143,-0.46549067,0.75291574,-1.6583388,-0.7186718,0.73460174,0.0022565923,-0.19455014,-0.4005278,-2.335433,0.39421952,1.6859761,2.969717,-0.5595913,-0.701722,0.21200009,1.1641333,2.0543213,-0.9891319,-0.746305,-1.3877996,-1.431503,0.30346137,0.4537105,-1.89469,-0.6980382,0.5174105,1.3566408,-0.38820028,0.5068202,0.92073685,1.479575,0.90292996,-1.2120034,1.5819429,-2.5654855,2.2119818,0.0029034622,-1.4779522,0.5303617,0.7366005,0.82414186,-0.8647979,1.8217673,-1.2227379,0.23479004,0.2593896
Sneakerella,0.6,0.12606693205535624,6023,1.0,0.00112452952125787,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.40282175,0.2641404,-0.30646685,0.1703135,-0.19988328,0.03899464,-0.7070952,-1.0758171,-0.16440119,1.0424429,0.55830276,-1.2424934,0.09700584,-0.5387325,-0.1911314,0.7062722,-1.4118598,-0.9678353,-0.5499936,0.19631061,0.48874688,-0.0146335615,0.7184729,0.46047518,0.38555318,0.7174412,0.2809503,1.4727787,0.6937846,0.4088793,0.7913507,-2.1761959,0.19902685,1.064346,-0.52177215,1.1442769,0.68247837,-0.35163614,0.9557024,-0.6144881,0.6543693,0.6531822,0.3927727,-0.4590065,-0.85187554,0.5109422,-0.6204108,-0.5641546,0.095529705,0.108338416,0.20271869,0.51925963,-0.3566301,-1.27083,-1.1064295,0.6065096,2.7301188,0.87376904,0.69376945,1.4393169,0.39243788,-0.18518133,-1.3830941,-2.2055902,-1.2846532,0.24731646,0.0715857,0.9520171,0.46345603,0.26187736,0.68881744,-1.3414844,1.3366632,1.6056992,-1.0863569
Hatchet,0.58,0.0032380307148776846,6024,0.6799999999999997,1.510944141320297e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0942783,0.121385805,1.1276654,-1.203556,0.091928184,-2.3539057,-0.39395043,0.4175503,1.304556,1.3372024,-0.52751404,-1.6227771,0.6872453,0.48456678,0.021643044,0.38145584,-0.23421913,-0.22461149,-0.39763817,-1.9678026,-0.08554121,1.2946247,0.29132155,-0.2130199,-0.4980291,-1.6694529,-0.5075982,1.9677693,0.078303926,1.9356344,-0.21451782,0.24495794,-0.49926656,-0.5165438,0.17159787,-0.5077928,0.20223482,0.7468155,1.144049,0.4333163,0.23667027,-1.2274735,0.46219835,-0.2636643,0.28188467,-1.5618693,1.0690346,0.64221495,-1.2264359,0.5779635,0.6171225,-0.91449577,0.2535636,-0.64082074,-0.22580266,-0.9734662,-0.13905442,-0.7591166,0.11482423,0.40554497,-0.74101305,0.3426721,2.3248565,1.9863198,0.360505,-0.3538203,0.63592327,-0.34896812,0.16912064,1.1341003,2.002159,0.14702153,0.19206671,0.52861756,0.82374185
Reign of Fire,0.62,0.13041485776652362,6025,0.6000000000000014,0.00012926355329182857,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.55079865,-0.085535794,0.84988624,0.16921781,-0.8347454,0.45506793,-0.31239834,0.3969054,0.47047985,-0.5738694,0.2588454,0.81494945,-0.5643824,0.14300548,0.356049,0.4920317,-1.0220726,-0.11698941,-0.17730072,-0.5313256,-1.587376,0.890896,0.48764712,0.14968966,0.2503441,-1.8133738,-0.33806485,-0.112618536,-0.63140976,-1.106147,0.31259978,0.5408447,1.4338354,0.6765077,0.08671777,-0.5648213,-0.57616574,-0.8893169,-0.99540824,0.29321048,-0.10276189,-0.15200518,-0.22344016,-1.9718043,-1.6844481,0.8123797,0.21066484,-0.047157105,-0.068312004,-0.15844002,-1.6827046,0.3375636,0.43287554,0.27155638,-0.15942083,0.026338115,-0.9301717,-0.33843946,0.014765754,1.0743833,0.17287153,-0.30296618,0.010030689,0.94869536,-0.46874312,0.35053855,-0.4380545,-0.28317803,0.3231612,-0.0029482404,0.561824,-0.5754567,1.0585068,-0.23294057,0.60033554
Camp Rock 2: The Final Jam,0.63,0.21902558376011488,6026,0.7600000000000051,0.0005365012667125358,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.036015496,-0.56064993,-1.8943944,-1.0232054,-0.5413645,-0.5366096,0.23690304,0.3074048,-0.51012635,0.9551403,0.9942551,-0.51745164,0.66782093,-0.4282123,0.048116848,0.91915977,-1.110943,-0.5709963,0.97014123,0.6799041,-0.6433344,0.11601385,-0.45878834,0.06320852,0.41597962,-1.6479769,0.090397336,0.8298893,-0.8825027,0.58432,0.67628163,0.23405865,0.408603,-0.09230189,0.1027603,-0.52627915,-0.11165193,-0.59724766,0.4561799,-0.38085654,0.38899443,-0.52225703,1.1164085,-0.89970714,0.37618852,0.528672,0.18231879,1.1700119,-0.63015556,-0.02131544,-0.10756572,0.85558265,-0.57582456,0.25232586,-0.40027094,0.22785228,0.26269495,-0.42712465,-1.0672791,-1.9882482,-0.49547195,-0.9750377,-0.77335316,0.8577826,1.1761478,0.9531158,0.560561,-0.6576157,1.6294972,0.5227147,2.3807356,0.20252708,1.2988727,1.4523714,-1.5690525
Tucker and Dale vs. Evil,0.74,0.010846900709420603,6027,0.7800000000000011,9.865180160199828e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3501714,-1.0942653,-0.17161025,0.14939588,0.6796994,-0.12247019,-0.351796,0.5779197,-0.33939764,-1.1135396,-0.7720448,-0.60221845,0.52821064,0.15457217,0.5713574,-0.6242468,-1.3732612,-1.4975104,0.72415787,-0.37721792,1.5100172,0.96294236,1.8813715,-1.55396,-0.65789884,0.34882468,1.4838936,0.25988206,-0.21321057,0.50446266,-0.052023355,2.204392,-1.1080039,-0.63697076,-1.6736982,0.14170535,0.9100306,-1.7674063,0.7698635,-0.8270167,-0.56645423,-1.7712609,0.3580884,1.4894123,-0.2566821,0.66734886,0.26111808,0.17294641,-1.0884564,-0.16949788,-0.96521896,0.8415319,-0.85347307,0.44085732,-0.23614305,0.29598492,-0.2432697,0.13672233,0.028672166,-0.5770226,0.37938678,1.2092344,-0.3046675,0.5676012,-0.55854106,0.85412514,-0.23055093,-1.1637418,1.8591005,1.0431441,-0.3002998,-1.4701322,0.2275892,1.6394746,-0.32117814
Amy,0.76,0.054882547091405096,6028,0.8600000000000065,3.143140478009772e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9477212,0.26790556,-0.7790119,0.98238,0.3387501,-1.5649017,-1.0859342,-1.5933534,0.9076504,0.31101775,0.0859513,-1.0701731,0.09106445,1.8506808,-1.0106634,-0.9674085,0.8719829,2.1528196,0.8798151,-0.05246597,-0.037210524,0.56882215,-0.25536025,-0.8725517,-0.97341686,-0.27917695,-1.736301,0.067165755,-0.7129204,0.37480852,0.22007868,0.27680644,0.26437566,-1.4460235,-0.79790264,0.23339958,0.33255056,-0.73319465,1.1707696,0.6584138,-0.061390422,-0.26974043,0.0923974,-2.2565792,-0.33098084,0.6165026,0.07757648,0.7321076,0.5129109,2.0036922,-0.70827425,0.86505276,0.25820416,-0.6751141,-0.2840083,-0.024224702,0.72521347,0.021550357,1.4360029,-1.5584769,1.0975512,-0.50261176,-1.3898356,0.45512122,0.031044332,-0.46461475,-0.32611322,-1.2633827,1.6337554,-0.24504976,0.049885307,0.035258945,0.25257233,-0.7548879,-0.66212547
Motherless Brooklyn,0.67,0.05650012067667812,6029,0.9400000000000048,6.708245717306891e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7234839,-0.019060753,-0.66780853,1.0809624,-0.07122644,-0.41333282,-0.19560012,-1.0926905,-1.0429516,0.4138181,0.049444955,-1.0039693,0.86398727,-1.8783903,0.63159585,0.88627976,0.5661924,0.1809835,0.035810903,0.42382166,0.18654135,-0.0544003,-1.1433042,0.36876237,-0.22341503,0.5028489,-0.14477408,-0.9999303,-0.33988768,0.1860903,0.15361795,-0.46589297,0.28462625,-0.59624213,1.0529583,-1.0366191,-0.7793469,-0.17400503,1.5301743,-0.26416567,-0.3527885,-1.7651184,1.8650374,0.44466507,0.37727183,-0.9349169,-1.647477,-0.84702843,-1.392221,0.96239823,1.4084146,-1.0676489,0.0690812,-1.3999261,-1.0446571,-1.9441227,-2.0094352,-0.008315725,0.54957896,1.5970708,-0.30765617,1.2281345,1.6011729,0.264855,0.6382738,0.97322935,0.9662679,-0.85171497,-0.50764704,-0.015837954,-0.10875174,-0.980396,0.241517,0.3678816,-0.91992074
Twin Dragons,0.67,0.02171671498733906,6030,0.4000000000000057,7.86572685218404e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15749076,0.25782207,-0.008599606,-0.71844596,-1.1490241,-1.3067509,1.1633323,0.44466907,-0.93494034,0.84692967,-0.16619273,-1.5093927,0.8478479,-0.6557491,-1.2227476,-1.4691601,-1.6945317,-0.41575032,1.9498127,0.054245476,1.5968919,-0.06922674,2.160953,0.5199194,1.411172,-0.71705854,0.1203758,-1.7151437,1.8979458,-0.9026119,-1.0926865,0.13263972,0.31912485,1.0388576,1.0510715,-0.40556905,-0.20255534,1.7240354,-0.8102093,1.58873,-0.90602744,0.09874148,1.5589631,0.00015092883,0.12225566,-1.690097,-3.8352947,0.1560891,0.5150209,0.054235972,0.445717,-2.6337059,2.5744865,-2.9334905,-0.15496862,-0.7507363,-0.032049175,0.07034555,-0.066523366,1.4237736,-1.6637999,-2.305038,0.60136485,-0.17875385,1.4901359,-1.2488883,0.8954412,-1.5080401,0.5342682,1.8686318,0.85435045,-0.8328488,2.3418422,-0.8012274,0.5856552
Amityville II: The Possession,0.5700000000000001,0.010846900709420603,6031,0.22000000000000597,0.00023670272380063996,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7864212,-0.70366037,-0.8630509,0.7258738,0.828723,-0.64006275,-0.13645403,0.23913649,-0.15953264,0.46524304,0.47476703,-1.1098619,0.08305954,-0.07071741,1.2612094,0.46069252,-0.057684988,-0.53094333,0.93368024,-0.18690085,0.3157058,-0.94697106,1.0401706,0.03936174,-1.0363345,0.76940566,0.6081517,-0.49682724,0.12775236,0.5004795,0.76295376,0.17639202,-0.29282728,0.6311987,0.5350102,0.70697016,0.0009576387,0.2877597,0.4717088,-0.41829622,0.24135557,-0.46553078,0.87491065,0.031348847,-0.23572096,0.02048183,0.23612915,0.43879315,0.20381051,0.77178043,0.60203993,0.015261563,-1.1241955,0.3879747,-0.20568648,-0.14210288,-0.14019674,0.27084276,0.557532,0.8416338,-1.0287374,0.6041288,-0.74732375,1.0208524,-0.3675656,0.24776012,-0.029421424,0.36872232,0.06017411,0.050507847,-0.27277288,-0.12561119,0.43661594,0.29374284,-0.37769002
Virgin Breaker Yuki,0.0,0.3795510010164146,6032,0.060000000000002274,9.476607931727547e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9242496,0.45097047,-0.2943131,-0.15101758,0.030135082,0.34722468,0.2613892,-0.07822244,-1.1236303,0.15494512,-0.24298428,-0.3710719,-0.66781694,1.033204,-0.9744933,-0.0105176745,1.0524248,0.26905587,1.0717101,-1.0249063,1.1140116,0.3810929,0.20893934,1.0405816,0.21488868,-0.11752251,-0.052707627,0.32340807,1.2928181,-1.0209558,-0.10557171,0.10355943,0.38663542,-0.5000979,0.03914234,0.7730548,-0.23968154,0.98436517,-1.6089965,-0.3259067,0.45873934,-0.13262159,-0.07504141,0.5271712,1.310124,-0.06389758,-0.26488748,0.027940234,-0.452968,-0.24500634,0.41858703,-0.3049068,-0.54092,-0.23603614,-0.67526686,-0.95985955,-1.1124727,-0.034981515,0.47784835,-1.139233,0.4781481,0.12923583,0.9534966,-0.17976865,-0.09812102,-1.2477034,0.8495114,1.2334987,0.41042584,-0.716536,-0.6466797,-0.16031265,0.313216,0.89747304,0.89728934
